,eventyr,sætning,kategori,årstal
3523,en-historie,"–
Ved hendes Side sidder en Mand, ung og kraftig, han rækker hende Rosen og hun smiler – saaledes smiler dog ikke Bedstemoder!",Ikke-relevante segmenter,1845
3524,en-historie,"–
jo, Smilet kommer, – han er borte, der gaae mange Tanker, mange Skikkelser forbi!",Ikke-relevante segmenter,1845
3525,en-historie,"–
Den smukke Mand er borte, Rosen ligger i Psalmebogen og Bedstemoder, – ja, hun sidder igjen som en gammel Kone og seer paa den visne Rose, der ligger i Bogen.",Ikke-relevante segmenter,1845
3526,en-historie,– Nu er Bedstemoder død!,Ikke-relevante segmenter,1845
3527,en-historie,"Hun sad i Lænestolen og fortalte en deilig Historie, hun sagde at nu var den ude, at nu var hun træt, og hun lagde sit Hoved tilbage for at sove; hun trak Veiret, hun sov, men det blev mere og mere stille og hendes Ansigt var saa fuldt af Fred og Lykke, det var ligesom der gik Solskin over det; hun smilede, og saa sagde de at hun var død.",Ikke-relevante segmenter,1845
3528,en-historie,"Hun blev lagt i den sorte Kiste, hun blev lagt i det hvide Linned, hun var saa smuk, og dog vare Øinene lukkede, men alle Rynker vare borte, hun laa med Smiil om Munden; hendes Haar var saa sølvhvidt, saa ærværdigt, man blev slet ikke bange ved at see paa den Døde, det var jo den søde, eiegode Bedstemoder.",Ikke-relevante segmenter,1845
3529,en-historie,"Og Psalmebogen blev lagt i Kisten under hendes Hoved, det havde hun selv forlangt, og Rosen laa i den gamle Bog, og saa begravede de Bedstemoder.",Ikke-relevante segmenter,1845
3530,en-historie,"Paa Graven, tæt under Kirkemuren, plantede de et Rosentræ, og det stod fuldt af Roser og de nikkede i Vinden og sagde til hverandre: »hvor det er deiligt at blomstre i det varme Solskin!",Ikke-relevante segmenter,1845
3531,en-historie,hvor det er deiligt at bade sig i Dug og Maaneskin!,Ikke-relevante segmenter,1845
3532,en-historie,"og naar man saa er allersmukkest, kommer en kjærlig Haand og plukker os til den deiligste Pige.",Ikke-relevante segmenter,1845
3533,en-historie,"Hvor vi ville rødme, hvor vi ville dufte!«
Og Nattergalen hørte hvad Roserne sagde, og Nattergalen sang om Rosen, som den unge Pige lagde i sin Psalmebog, om Rosen som gjemtes der til de friske Kinder vare runkne, til den unge Pige var en gammel Kone.",Ikke-relevante segmenter,1845
3534,en-historie,Det er deiligt at leve i Erindringen!,Ikke-relevante segmenter,1845
3535,en-historie,"Og medens Nattergalen sang over Roserne og over Graven, spillede Orgelet i Kirken de smukke Psalmer, der stode i Bogen under den Dødes Hoved; og Maanen skinnede saa stor og saa rund, men de Døde vare her ikke; ethvert Barn kunde ved Nattetid roligt gaae hen og plukke en Rose der ved Kirkegaardsmuren.",Ikke-relevante segmenter,1845
3536,en-historie,Een Død veed mere end alle vi Levende vide.,Ikke-relevante segmenter,1845
3537,en-historie,"De Døde kjende den Angest vi vilde føle ved det Sælsomme, om de stode frem imellem os; De Døde ere gode og kjærlige, de ville ikke skrække os, de komme ikke.",Ikke-relevante segmenter,1845
3538,en-historie,"Der er Jord over Kisten, der er Jord inden i den, Psalmebogens Blade ere Støv, Rosen med alle sine Erindringer falder i Støv, men ovenover blomstre nye Roser, ovenover synger Nattergalen og Orgelet spiller; man tænker paa den kjære gamle Bedstemoder med de milde, evig unge Øine.",Ikke-relevante segmenter,1845
3539,en-historie,"–
Øine kunne aldrig døe, – vore skulle engang see hende ung og smuk, som da hun første Gang kyssede den friske røde Rose, der nu er Støv i Graven.",Ikke-relevante segmenter,1845
3540,en-historie-1863,"I Haven vare alle Æbletræerne sprungne ud, de havde skyndt sig med at faae Blomster før de fik grønne Blade, og i Gaarden vare alle Ællingerne ude og Katten med, han slikkede rigtignok Solskin, slikkede den af sin egen Pote; og saae man hen ad Marken, da stod Kornet saa mageløst grønt, og der var en Qviddren og Qvinkeleren af alle de smaa Fugle, ligesom om det var en stor Fest, og det kunde man da ogsaa sige at det var, for det var Søndag.",Ikke-relevante segmenter,1863
3541,en-historie-1863,"Klokkerne ringede, og Folk i deres bedste Klæder gik til Kirke og saae saa fornøiede ud; ja ved Alting var der noget saa fornøieligt; det var tilvisse en Dag saa varm og velsignet, saa at man nok kunde sige: »Vor Herre er rigtignok mageløs god mod os Mennesker!«
Men inde i Kirken stod Præsten paa Prædikestolen og talte saa høit og saa vredt; han sagde, at Menneskene vare saa ugudelige, og at Gud vilde straffe dem derfor, og at naar de døde, kom de Onde ned i Helvede, hvor de skulde evigt brænde, og han sagde, at deres Orm døde ikke, og at deres Ild aldrig udslukkedes; aldrig fik de Hvile eller Ro.",Ikke-relevante segmenter,1863
3542,en-historie-1863,"Det var grueligt at høre, og han sagde det saa vist; han beskrev dem Helvede som en stinkende Hule, hvor Alverdens Uhumskheder fløde sammen, der var ingen Luftning uden den hede Svovlflamme, der var ingen Bund, de sank og sank i en evig Taushed.",Fattigdom,1863
3543,en-historie-1863,"Det var grueligt alene at høre derom, men Præsten sagde det lige ud af sit Hjerte, og alle Folk i Kirken vare ganske forfærdede.",Ikke-relevante segmenter,1863
3544,en-historie-1863,"Men udenfor sang alle de smaa Fugle saa fornøiede, og Solen skinnede saa varmt, det var som om hver lille Blomst sagde: Gud er saa mageløs god mod os Allesammen.",Ikke-relevante segmenter,1863
3545,en-historie-1863,"Ja, derude var det slet ikke som Præsten prædikede.",Ikke-relevante segmenter,1863
3546,en-historie-1863,Om Aftenen ved Sengetid saae Præsten sin Kone sidde stille og tankefuld.,Ikke-relevante segmenter,1863
3547,en-historie-1863,"»Hvad feiler Dig?«
sagde han til hende.",Ikke-relevante segmenter,1863
3548,en-historie-1863,"»Ja hvad jeg feiler,« sagde hun, »jeg feiler, at jeg ikke rigtig kan samle mine Tanker, at jeg ikke rigtig kan faae det, Du sagde, til at gaae op, at der var saa mange Ugudelige, og at de skulde brænde evigt; evigt, ak hvor langt!",Ikke-relevante segmenter,1863
3549,en-historie-1863,"–
Jeg er kun et syndigt Menneske, men jeg kunde ikke bære det over mit Hjerte at lade selv den værste Synder brænde evig, hvorledes skulde da Vor Herre kunne det, han, som er saa uendelig god, og som veed, hvorledes det Onde kommer udenfra og indenfra.",Ikke-relevante segmenter,1863
3550,en-historie-1863,"Nei, jeg kan ikke tænke det, skjøndt Du siger det.«
Det var Efteraar, Løvet faldt af Træerne; den alvorlige, strenge Præst sad ved en Døendes Seng, en from Troende lukkede sine Øine; det var Præstekonen.",Ikke-relevante segmenter,1863
3551,en-historie-1863,"»Faaer Nogen Fred i Graven og Naade hos sin Gud, da er det Dig!«
sagde Præsten, og han foldede hendes Hænder og læste en Psalme over den Døde.",Ikke-relevante segmenter,1863
3552,en-historie-1863,"Og hun blev ført til Graven; to tunge Taarer trillede ned over den alvorlige Mands Kinder; og i Præstegaarden var det stille og tomt, Solskinnet derinde var slukket, hun var gaaet bort.",Ikke-relevante segmenter,1863
3553,en-historie-1863,"Det var Nat, en kold Vind blæste hen over Præstens Hoved, han slog Øinene op, og det var ligesom om Maanen skinnede ind i hans Stue, men Maanen skinnede ikke; en Skikkelse var det, der stod foran hans Seng; han saae sin afdøde Kones Gjenfærd, hun saae paa ham saa inderligt bedrøvet, det var som vilde hun sige Noget.",Ikke-relevante segmenter,1863
3554,en-historie-1863,"Og Manden reiste sig halvt op, strakte Armene ud imod hende: »Du ikke heller forundt den evige Ro?",Ikke-relevante segmenter,1863
3555,en-historie-1863,Du lide?,Ikke-relevante segmenter,1863
3556,en-historie-1863,"Du, den Bedste, den Frommeste!«
Og den Døde bøiede sit Hoved til et Ja og lagde Haanden paa Brystet.",Ikke-relevante segmenter,1863
3557,en-historie-1863,"»Og kan jeg skaffe Dig Ro i Graven?«

»Ja!«
lød det til ham.",Ikke-relevante segmenter,1863
3558,en-historie-1863,"»Og hvorledes?«
»Giv mig et Haar, kun et eneste Haar af Hovedet paa den Synder, hvis Ild aldrig vil slukkes, den Synder, som Gud vil nedstøde i Helvede til evig Pine.«
»Ja saa let maa Du kunne løses, du Rene, du Fromme!«
sagde han.",Ikke-relevante segmenter,1863
3559,en-historie-1863,"»Saa følg mig!«
sagde den Døde.",Ikke-relevante segmenter,1863
3560,en-historie-1863,"»
Det er os saa forundt.",Ikke-relevante segmenter,1863
3561,en-historie-1863,"Ved min Side svæver Du hvorhen dine Tanker vil; usynligt for Menneskene staae vi i deres hemmeligste Vraa, men med sikker Haand maa Du pege paa den til evig Qval Indviede, og før Hanegal maa han være funden.«
Og hurtig, som baarne af Tanken, vare de i den store Stad; og fra Husenes Væg lyste med Ildbogstaver Dødssyndernes Navne: Hovmod, Gjerrighed, Drukkenskab, Vellyst, kort, hele Syndens syvfarvede Bue.",Ikke-relevante segmenter,1863
3562,en-historie-1863,"»Ja derinde, som jeg troede det, som jeg vidste det,« sagde Præsten, »huse de den evige Ilds Indviede.«
Og de stode foran den prægtig oplyste Portal, hvor den brede Trappe prangede med Tæpper og Blomster, og gjennem de festlige Sale klang Balmusiken.",Ikke-relevante segmenter,1863
3563,en-historie-1863,Schweizeren stod i Silke og Fløiel med stor sølvbeslagen Stok.,Ikke-relevante segmenter,1863
3564,en-historie-1863,"»Vort Bal kan maale sig med Kongens!«
sagde han, og vendte sig mod Gadestimlen; fra Top og til Taa lyste den Tanke ud af ham: »fattige Pak, der gloer ind ad Porten, I ere imod mig Karnailler Allesammen!«
»Hovmod!«
sagde den Døde, »seer Du ham?«
»Ham!«
gjentog Præsten.",Fattigdom,1863
3565,en-historie-1863,"»
Ja, men han er en Taabe, kun en Nar, og vil ikke dømmes til evig Ild og Pine!«
»Kun en Nar!«
lød det gjennem det hele Hovmodens Huus, det vare de Alle der.",Ikke-relevante segmenter,1863
3566,en-historie-1863,"Og de fløi indenfor den Gjerriges nøgne fire Vægge, hvor, skindmager, klapprende af Kulde, sulten og tørstig, Oldingen klamrede sig med al sin Tanke til sit Guld; de saae hvor han, som i Feber, sprang fra det elendige Leie og tog en løs Steen ud af Muren, der laae Guldpenge i et Strømpeskaft, han befølte sin lasede Kjortel, hvori Guldstykker vare syede ind, og de fugtige Fingre zittrede.",Fattigdom,1863
3567,en-historie-1863,"»Han er syg, det er Vanvid, et glædesløst Vanvid, omspændt af Angest og onde Drømme!«
Og de fjernede sig i Hast og stode ved Forbrydernes Brix, hvor de i lang Række sov Side ved Side.",Fattigdom,1863
3568,en-historie-1863,"Som et vildt Dyr foer En op af Søvne, udstødende et fælt Skrig; han slog med sine spidse Albuer til Kammeraten, og Denne vendte sig søvnig:
»Hold Kjæft, du Qvæg, og sov!",Ikke-relevante segmenter,1863
3569,en-historie-1863,"–
det er hver Nat –!«
»Hver Nat!«
gjentog han, »ja hver Nat kommer han, hyler og qvæler mig.",Ikke-relevante segmenter,1863
3570,en-historie-1863,"I Hidsighed har jeg gjort Eet og Andet, vredt Sind er jeg født med, det har bragt mig anden Gang herind; men har jeg gjort galt, saa har jeg jo min Straf.",Ikke-relevante segmenter,1863
3571,en-historie-1863,Kun Eet har jeg ikke bekjendt.,Ikke-relevante segmenter,1863
3572,en-historie-1863,"Da jeg sidst kom ud herfra og forbi min Huusbonds Gaard, saa kogte der op i mig Eet og Andet – jeg strøg en Svovelstikke hen ad Muren, den løb lidt nær Straataget, Alting brændte, der kom Hidsighed over det, ligesom den kommer over mig.",Ikke-relevante segmenter,1863
3573,en-historie-1863,Jeg hjalp med at redde Qvæg og Indbo.,Ikke-relevante segmenter,1863
3574,en-historie-1863,"Ingen Levende brændte uden en Flok Duer, der fløi ind i Ilden, og saa Lænkehunden.",Ikke-relevante segmenter,1863
3575,en-historie-1863,Den havde jeg ikke tænkt paa.,Ikke-relevante segmenter,1863
3576,en-historie-1863,"Man kunde høre den hyle – og dette Hyl hører jeg altid endnu, naar jeg vil sove, og falder jeg isøvn, saa kommer ogsaa Hunden, saa stor og laadden; han lægger sig paa mig, hyler, trykker mig, qvæler mig.",Ikke-relevante segmenter,1863
3577,en-historie-1863,"–
Saa hør dog hvad jeg fortæller, snue kan Du, snue den hele Nat, og jeg ikke et kort Qvarteer.«
Og Blodet skinnede den Hidsige frem i Øinene, han kastede sig over Kammeraten, og slog ham med knyttet Haand i Ansigtet.",Ikke-relevante segmenter,1863
3578,en-historie-1863,"»Vrede Mads er bleven gal igjen!«
hed det rundt om, og de andre Kjeltringer grebe fat i ham, brødes med ham, krumbøiede ham, saa Hovedet sad ned imellem Benene, der bandt de det fast, Blodet var ved at springe ham ud af Øine og alle Porer.",Ikke-relevante segmenter,1863
3579,en-historie-1863,"»I dræbe ham,« raabte Præsten, »den Ulykkelige!«
og idet han forhindrende udstrakte Haanden over Synderen, han, som alt her led for haardt, vexlede Scenen om; de fløi gjennem rige Sale og gjennem fattige Stuer; Vellyst, Misundelse, alle Dødssynder skrede dem forbi, en Dommens Engel læste deres Synd, deres Forsvar; dette var vel ringe for Gud, men Gud læser Hjerterne, han kjender Alt tilhobe, det Onde, der kommer indenfra og udenfra, han, Naaden, Alkjærligheden.",Fattigdom,1863
3580,en-historie-1863,"Præstens Haand skjælvede, han vovede ikke at udstrække den, at rive et Haar af Synderens Hoved.",Ikke-relevante segmenter,1863
3581,en-historie-1863,"Og Taarerne strømmede fra hans Øine, som Naadens og Kjærlighedens Vande, der slukke Helvedes evige Ild.",Ikke-relevante segmenter,1863
3582,en-historie-1863,Da galede Hanen.,Ikke-relevante segmenter,1863
3583,en-historie-1863,»Forbarmende Gud!,Fattigdom,1863
3584,en-historie-1863,"Du vil give hende den Ro i Graven, som jeg ikke har kunnet indløse.«
»Den har jeg nu!«
sagde den Døde, »det var dit haarde Ord, din mørke Mennesketro om Gud og hans Skabninger, der drev mig til Dig!",Ikke-relevante segmenter,1863
3585,en-historie-1863,"kjend Menneskene, selv i de Onde er der en Deel af Gud, en Deel, der vil seire og slukke Helvedes Ild.«
Og et Kys blev trykket paa Præstens Mund, det lyste omkring ham; Guds klare Sol skinnede ind i Kamret, hvor hans Hustru, levende, mild og kjærlig, vakte ham af en Drøm, sendt fra Gud.",Ikke-relevante segmenter,1863
3586,en-historie-fra-klitterne,"Det er en Historie fra de jydske Klitter, men den begynder ikke derovre, nei langt borte, Syd paa, i Spanien; Havet er Farvei mellem Landene; tænk Dig derhen, til Spanien!",Ikke-relevante segmenter,1860
3587,en-historie-fra-klitterne,"der er varmt og der er deiligt; der voxe de ildrøde Granatblomster mellem de mørke Laurbærtræer; fra Bjergene vifter en forfriskende Vind ned over Orangehaverne og de prægtige mauriske Haller med de gyldne Kupler og de farvede Vægge; gjennem Gaderne drage Børn i Procession med Lys og vaiende Faner, og over dem, saa høi og klar, løfter Himlen sig med funklende Stjerner; Sang og Castagnetter klinge, Knøse og Piger svinge sig i Dands under de blomstrende Akasietræer, mens Tiggeren sidder paa den hugne Marmorsteen og qvæger sig med den saftige Vandmelon, døser Livet hen; det er som en deilig Drøm det Hele, og give sig hen i den, – ja, det gjorde saa ganske to unge, nygifte Folk, og dem var ogsaa her givet alle Jordens Goder: Sundhed, godt Humeur, Rigdom og Hæder.",Ikke-relevante segmenter,1860
3588,en-historie-fra-klitterne,"»Vi ere saa lykkelige som Nogen kunne være det!«
sagde de i Hjertets fulde Overbeviisning; dog et Trin endnu høiere i Lykke kunde de løftes, og det vilde være skeet, naar Gud forundte dem et Barn, en Søn, der lignede dem paa Legeme og Sjæl.",Ikke-relevante segmenter,1860
3589,en-historie-fra-klitterne,"Det lykkelige Barn vilde blive hilset med Jubel, finde den høieste Omhu og Kjærlighed, al den Velvære, som Rigdom og formaaende Slægt kan skabe.",Ikke-relevante segmenter,1860
3590,en-historie-fra-klitterne,"Som en Fest glede Dagene hen, for dem.",Ikke-relevante segmenter,1860
3591,en-historie-fra-klitterne,"»Livet er en Kjærligheds Naadegave, næsten ufattelig stor!«
sagde Hustruen, »og denne Lyksaligheds Fylde skal i det andet Liv kunne voxe og det frem i en Evighed!",Ikke-relevante segmenter,1860
3592,en-historie-fra-klitterne,"–
jeg rummer ikke denne Tanke!«
»Og den er visselig ogsaa et Overmod af Menneskene!«
sagde Manden.",Ikke-relevante segmenter,1860
3593,en-historie-fra-klitterne,"»
Det er i Grunden en forfærdelig Stolthed at troe man skal leve evig – blive som Gud!",Ikke-relevante segmenter,1860
3594,en-historie-fra-klitterne,"det var jo ogsaa Slangens Ord, og den var Løgnens Herre.«
»Du tvivler dog ikke om et Liv efter dette?«
spurgte den unge Hustru, og det var som foer første Gang en Skygge gjennem deres solbelyste Tankerige.",Ikke-relevante segmenter,1860
3595,en-historie-fra-klitterne,"»Troen lover det, Præsterne sige det!«
sagde den unge Mand, »men just i al min Lykke føler og erkjender jeg, at det er en Stolthed, en Overmods-Tanke at forlange et andet Liv efter dette, en fortsat Lyksalighed, – er ikke her i denne Tilværelse givet os saa Meget, at vi kunne og bør være tilfredse!«
»Ja os blev der givet det!«
sagde den unge Kone, »men hvormange Tusinder blev ikke dette Liv en tung Prøvelse; hvor Mange ere ikke ligesom kastede ind i Verden til Armod, Skjændsel, Sygdom og Ulykke; nei, var der ikke et Liv efter dette, da var Alt paa denne Jord for ulige fordeelt; da var Gud ikke den Retfærdige!«
»Tiggeren dernede har Glæder, for ham ligesaa store, som Kongen har dem i sit rige Slot!«
sagde den unge Mand, »og troer Du ikke, at Arbeids-Dyret, som prygles, sulter og slæber sig ihjel, har Fornemmelse af sine tunge Levedage?",Fattigdom,1860
3596,en-historie-fra-klitterne,"Det kunde da ogsaa forlange et andet Liv, kalde det en Uret, at det ikke blev stillet i en høiere Række af Skabningen!«
»I Himmeriges Rige ere mange Værelser, har Christus sagt!«
svarede den unge Kone, »Himmeriges Rige er det Uendelige, som Guds Kjærlighed er det!",Ikke-relevante segmenter,1860
3597,en-historie-fra-klitterne,"–
ogsaa Dyret er en Skabning, og intet Liv troer jeg vil fortabes, men vinde al den Lyksalighed, det kan modtage og som er det nok!«
»Men mig er nu denne Verden nok!«
sagde Manden, og slyngede sine Arme om sin deilige, elskelige Hustru, røg sin Cigaretto paa den aabne Altan, hvor den svale Luft var fyldt med Duften af Oranger og Nelliker; Musik og Castagnetter klang nede fra Gaden, Stjernerne blinkede ovenfra, og to Øine fulde af Kjærlighed, hans Hustrus Øine, saae paa ham med Kjærlighedens evige Liv.",Ikke-relevante segmenter,1860
3598,en-historie-fra-klitterne,"»Et saadant Minut,« sagde han, »er det vel værdt at fødes for, fornemme og – forsvinde!«
han smilede, Hustruen løftede Haanden mildt bebreidende – og Skyen var igjen borte, de var altfor lykkelige.",Ikke-relevante segmenter,1860
3599,en-historie-fra-klitterne,"Og Alt syntes at føie sig for dem til at skride frem i Hæder, Glæde og Velvære, der kom en Omvexling, men kun i Sted, ikke i Det at nyde og ret at vinde Livets Glæde og Lyst.",Ikke-relevante segmenter,1860
3600,en-historie-fra-klitterne,"Den unge Mand blev af sin Konge sendt som Gesandt til det keiserlige Hof i Rusland, det var en Hæderspost, hans Fødsel og Kundskaber gav ham Ret dertil; stor Formue havde han, hans unge Kone havde bragt ham een ikke ringere, hun var Datter af den rigeste, meest anseete Kjøbmand.",Ikke-relevante segmenter,1860
3601,en-historie-fra-klitterne,"Et af dennes største og bedste Skibe skulde i dette Aar just gaae til Stockholm, det skulde føre de kjære Børn, Datter og Svigersøn, til Petersborg, og der blev kongeligt indrettet ombord; bløde Tæpper for Fødderne, Silke og Herlighed rundt om.",Ikke-relevante segmenter,1860
3602,en-historie-fra-klitterne,"Der er en gammel Kæmpevise, som nok alle Danske kjender: den kaldes »,« han ogsaa seiler paa saa kosteligt et Skib, dets Anker er indlagt med det røde Guld og hvert Toug med Silketvinde, det Skib maatte man tænke paa ved at see det fra Spanien, her var samme Pragt, samme Afskedstanke:
»Gud lade os alle med Glæde findes!«
Og Vinden blæste hurtig ud fra den spanske Kyst, Afskeden blev kun kort; i faa Uger maatte de kunne naae Maalet for deres Reise; men da de var vel ude, lagde Vinden sig, Havet blev blankt og stille, Vandet lyste, Himlens Stjerner lyste, det var som Festaftener i den rige Kahyt.",Ikke-relevante segmenter,1860
3603,en-historie-fra-klitterne,"Tilsidst ønskede man dog det vilde lufte op, blæse en god Medbør, men den blæste ikke, løftede sig Vinden, da var den altid imod, saaledes gik Uger, ja hele to Maaneder, først da blev Vinden heldig, den blæste Sydvest, de vare midt ude mellem Skotland og Jylland, og Vinden tog til, ret ligesom i den gamle Vise om »Kongens Søn af England.«
Det er nu mange Tider siden.",Ikke-relevante segmenter,1860
3604,en-historie-fra-klitterne,"Kong  sad paa den danske Throne og var da en ung Mand; Meget er skeet efter den Tid, Meget omskiftet og forandret; Sø og Mose ere blevne frodig Eng, Hede bleven dyrket Land, og i Læ af Vestjydens Huus voxer Æbletræer og Roser, men de maae søges op, thi de krybe i Læ for de skarpe Vestenvinde.",Ikke-relevante segmenter,1860
3605,en-historie-fra-klitterne,"Man kan derovre ret tænke sig tilbage i Tiden, længere end til Christian den Syvendes Regjering; som dengang, i Jylland, saaledes endnu, strækker sig milevidt den brune Hede med sine Kæmpegrave, sine Luftsyner, sine krydsende knoldede og sanddybe Veie; Vester paa, hvor store Aaløb falde i Fjordene, breder sig Eng og Mose begrændset af høie Klitter, der, liig en Alperække med savformede Toppe, løfte sig mod Havet, de afbrydes kun af høie Leerskrenter, dem Søen Aar for Aar bider Kæmpe-Mundfulde af, saa at Brinker og Høider styrte som rystede ved Jordskjælv.",Ikke-relevante segmenter,1860
3606,en-historie-fra-klitterne,"Saaledes seer der ud i Dag den Dag, saaledes var der for de mange Aaringer tilbage, da de to Lykkelige seilede derude paa det rige Skib.",Ikke-relevante segmenter,1860
3607,en-historie-fra-klitterne,"Det var sidst i September, det var Søndag og Solskins Veir, Kirkeklokkernes Lyd naaede hinanden langs Nissumfjord, Kirkerne der staae som hugne Kampesteen, hver af dem er et Stykke Fjeld; Vesterhavet kunde rulle over dem og de skulde staae; paa de fleste mangle Taarnet, Klokkerne hænge da frit ude mellem to Bjælker.",Ikke-relevante segmenter,1860
3608,en-historie-fra-klitterne,"Kirketjenesten var endt, Menigheden kom fra Gudshuus ud paa Kirkegaarden, hvor dengang som endnu ikke fandtes eller findes Træ eller Busk, ikke en plantet Blomst eller en Krands lagt paa Graven; knoldede Høider vise, hvor de Døde ere jordede, et skarpt Græs, pidsket af Vinden, voxer over den hele Kirkegaard; en enkelt Grav har maaskee et Monument, det vil sige en hensmuldret Træbul, tilhugget i Liigkisteform; Træstykket er hentet fra Vestegnens Skov: det vilde Hav, der voxer for Kystboen de tilhugne Bjælker, Planker og Træer, som Brændingen kjører i Land.",Ikke-relevante segmenter,1860
3609,en-historie-fra-klitterne,"Vinden og Havgusen forvittrer snart det henlagte Træstykke; en saadan Stump laae her paa en Barnegrav, og hen til den gik en af Konerne som kom fra Kirken; hun stod stille, saae paa det halvopløste Træstykke, lidt efter traadte hendes Mand til; de talte ikke et Ord, han tog hende ved Haanden og de gik fra Graven ud paa den brune Hede, over Moseland og hen imod Klitterne; længe gik de tause.",Ikke-relevante segmenter,1860
3610,en-historie-fra-klitterne,"»Det var en god Prædiken idag!«
sagde Manden, »havde man ikke vor Herre, saa havde man Ingenting!«
»Ja,« svarede Konen, »han glæder og han bedrøver!",Ikke-relevante segmenter,1860
3611,en-historie-fra-klitterne,det har han Ret til!,Ikke-relevante segmenter,1860
3612,en-historie-fra-klitterne,"–
Som imorgen havde vor lille Dreng været fem Aar, havde vi maattet beholde ham.«
»Der kommer ikke Noget ud af, at Du sørger!«
sagde Manden.",Fattigdom,1860
3613,en-historie-fra-klitterne,"»
Han er sluppen godt fra det!",Ikke-relevante segmenter,1860
3614,en-historie-fra-klitterne,"han er jo, hvor vi maae bede om at komme!«
Og saa talte de ikke mere og gik hen imod deres Huus mellem Klitterne; pludselig, fra en af disse, hvor ikke Marehalmen holdt Sandet, løftede sig ligesom en stærk Røg, det var et Vindstød, der borede sig ind i Klitten og hvirvlede i Veiret de fine Sanddele; der kom endnu et Vindkast, saa alle de mellem Snore ophængte udspændte Fisk slog mod Husets Muur og Alt var igjen stille; Solen brændte varmt.",Ikke-relevante segmenter,1860
3615,en-historie-fra-klitterne,"Mand og Kone gik ind i Huset og var snart af Søndagsklæderne, skyndte sig saa over Klitterne, der stode som uhyre Bølger af Sand pludseligt standsede i deres Bevægelse; Klitlag og Marehalmens blaagrønne skarpe Straa gav nogen Farvevexel mod det hvide Sand.",Ikke-relevante segmenter,1860
3616,en-historie-fra-klitterne,"Et Par Naboer kom til, de hjalp hinanden med at faae Baadene høiere op i Sandet, Vinden blev stærkere, den var bidende kold, og da de gik tilbage over Klitterne, fygede Sand og skarpe Smaastene dem i Ansigtet; Bølgerne løftede hvide Toppe, og Blæsten klippede den øverste Kam af saa det sprøitede efter.",Ikke-relevante segmenter,1860
3617,en-historie-fra-klitterne,"Det blev Aften, der lød en svulmende Susen i Luften, hylende, klagende, som en Hærskare af fortvivlende Aander, den overdøvede Havets Rullen, uagtet Fiskerhuset laae det saa nær.",Ikke-relevante segmenter,1860
3618,en-historie-fra-klitterne,Sandet fygede paa Ruderne og imellem kom et Kast som skulde Huset rystes i sin Grund.,Ikke-relevante segmenter,1860
3619,en-historie-fra-klitterne,"Det var mørkt, dog mod Midnat vilde Maanen komme op.",Ikke-relevante segmenter,1860
3620,en-historie-fra-klitterne,"Luften klaredes, men Stormen foer i al sin Vælde hen over det dybe, sortladne Hav.",Ikke-relevante segmenter,1860
3621,en-historie-fra-klitterne,"Fiskerfolkene havde allerede forlænge siden lagt sig tilsengs, men det var ikke at tænke paa i det Guds Veir at lukke et Øie; da bankede det paa Vinduet, Døren aabnedes og der blev sagt:
»Der staaer et stort Fartøi fast paa den yderste Revle!«
i eet Spring vare Fiskerfolkene ude af Sengen og i Klæderne.",Ikke-relevante segmenter,1860
3622,en-historie-fra-klitterne,"Maanen var kommen frem, det lysnede nok til at see, havde man kunnet holde Øinene aabne for Sandflugt, det var en Vind, saa man kunde lægge sig mod den og kun med stor Besvær, krybende mellem Vindkastene, kom man over Klitterne, og her fløi som Svaneduun i Luften den salte Fraade og Skum op fra Havet, der som et rullende kogende Fald væltede mod Kysten.",Ikke-relevante segmenter,1860
3623,en-historie-fra-klitterne,"Man maatte rigtignok have et øvet Øie til strax at finde Fartøiet derude; en prægtig Tomaster var det; den løftedes netop nu over Revlen, tre, fire Kabellængder udenfor den sædvanlige Havstok, den drev mod Land, stødte paa den anden Revle og stod fast.",Ikke-relevante segmenter,1860
3624,en-historie-fra-klitterne,"Umuligt var det at bringe Hjelp, Søen var for voldsom, den slog mod Fartøiet og hen over det.",Ikke-relevante segmenter,1860
3625,en-historie-fra-klitterne,"Man troede at høre Nødskrigene, Dødsangestens Raab, man saae den travle, hjelpeløse Virksomhed.",Fattigdom,1860
3626,en-historie-fra-klitterne,"Nu kom en Sø, der, som et knusende Fjeldstykke, faldt paa Bugsprydet og dette var borte, Agterenden løftede sig høit over Vandet.",Ikke-relevante segmenter,1860
3627,en-historie-fra-klitterne,"To Mennesker sprang med hinanden i Søen, de forsvandt – et Nu – og en af de største Bølger, der rullede op mod Klitterne, kastede et Legeme ind paa Stranden – en Qvinde var det, et Liig maatte de troe; et Par af Fruentimmerne tumlede med hende og troede at bemærke Liv, hun blev bragt over Klitterne til Fiskerhuset.",Ikke-relevante segmenter,1860
3628,en-historie-fra-klitterne,"Hvor var hun smuk og fiin, vistnok en fornem Dame.",Ikke-relevante segmenter,1860
3629,en-historie-fra-klitterne,"De lagde hende i den fattige Seng; der var ikke Linned-Trevl i den, der var et Uld-Lagen at svøbe sig i, og det var godt varmt.",Fattigdom,1860
